1,995.4219413
13,1027.032086
20,1045.471336
21,1048.105515
24,1056.008051
25,1058.64223
29,1069.178945
32,1077.081481
37,1090.252374
39,1095.520731
40,1098.15491
41,1100.789089
43,1106.057446
46,1113.959982
68,1171.911913
70,1177.180271
73,1185.082807
76,1192.985343
78,1198.2537
79,1200.887879
80,1203.522058
82,1208.790415
85,1216.692951
87,1221.961308
91,1232.498023
96,1245.668916
102,1261.473989
104,1266.742346
107,1274.644882
109,1279.913239
112,1287.815775
115,1295.718312
116,1298.35249
117,1300.986669
118,1303.620848
124,1319.42592
127,1327.328456
131,1337.86517
134,1345.767707
136,1351.036064
138,1356.304421
139,1358.9386
147,1380.012029
151,1390.548744
155,1401.085459
158,1408.987995
159,1411.622174
163,1422.158888
171,1443.232318
175,1453.769033
182,1472.208283
185,1480.11082
189,1490.647534
192,1498.55007
193,1501.184249
194,1503.818428
195,1506.452606
199,1516.989321
200,1519.6235
202,1524.891857
208,1540.696929
209,1543.331108
211,1548.599465
217,1564.404537
218,1567.038716
223,1580.20961
225,1585.477967
227,1590.746324
228,1593.380503
229,1596.014682
232,1603.917218
239,1622.356469
241,1627.624826
244,1635.527362
249,1648.698255
251,1653.966613
253,1659.23497
255,1664.503327
260,1677.674221
261,1680.3084
262,1682.942578
264,1688.210936
274,1714.552723
279,1727.723616
280,1730.357795
281,1732.991973
285,1743.528688
287,1748.797045
289,1754.065403
291,1759.33376
298,1777.773011
300,1783.041368
301,1785.675547
310,1809.383155
311,1812.017334
316,1825.188227
319,1833.090763
331,1864.700908
334,1872.603444
337,1880.50598
338,1883.140158
340,1888.408516
341,1891.042694
342,1893.676873
343,1896.311052
346,1904.213588
348,1909.481945
350,1914.750303
351,1917.384481
356,1930.555375
358,1935.823732
359,1938.457911
362,1946.360447
364,1951.628804
366,1956.897162
373,1975.336412
376,1983.238948
382,1999.044021
386,2009.580735
391,2022.751629
395,2033.288343
397,2038.556701
400,2046.459237
401,2049.093416
403,2054.361773
405,2059.63013
412,2078.069381
414,2083.337739
416,2088.606096
418,2093.874453
427,2117.582061
429,2122.850419
434,2136.021312
436,2141.28967
438,2146.558027
444,2162.363099
445,2164.997278
446,2167.631456
447,2170.265635
452,2183.436529
453,2186.070707
454,2188.704886
455,2191.339065
456,2193.973243
461,2207.144137
464,2215.046673
466,2220.31503
470,2230.851745
474,2241.38846
476,2246.656817
477,2249.290996
481,2259.82771
491,2286.169497
495,2296.706212
496,2299.340391
497,2301.974569
498,2304.608748
506,2325.682178
508,2330.950535
519,2359.926501
520,2362.560679
522,2367.829037
523,2370.463215
530,2388.902466
532,2394.170823
533,2396.805002
534,2399.439181
541,2417.878432
546,2431.049325
548,2436.317682
552,2446.854397
558,2462.659469
562,2473.196184
567,2486.367077
571,2496.903792
572,2499.537971
580,2520.6114
582,2525.879758
584,2531.148115
586,2536.416472
589,2544.319008
591,2549.587366
592,2552.221545
601,2575.929153
605,2586.465867
606,2589.100046
609,2597.002582
611,2602.27094
612,2604.905118
615,2612.807654
621,2628.612726
624,2636.515262
627,2644.417799
631,2654.954513
632,2657.588692
634,2662.857049
636,2668.125407
641,2681.2963
652,2710.272266
654,2715.540623
658,2726.077338
661,2733.979874
665,2744.516589
666,2747.150767
668,2752.419125
670,2757.687482
673,2765.590018
674,2768.224197
675,2770.858375
678,2778.760912
679,2781.39509
680,2784.029269
682,2789.297626
683,2791.931805
685,2797.200162
686,2799.834341
691,2813.005234
692,2815.639413
697,2828.810307
706,2852.517915
714,2873.591344
716,2878.859702
721,2892.030595
723,2897.298952
726,2905.201488
729,2913.104024
732,2921.006561
734,2926.274918
